Vehicle,Compartment,Shelf,Item,Expected Qty,Actual Qty,Status,Notes / Action Required
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Water Supply & Hydrant Connection,1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Vehicle Extrication,1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Water & Ice Rescue,1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Extinguishers — Which One for Which Fire,1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,Gas Detection — Which Meter for Which Hazard,1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,"Search, Overhaul & Ventilation",1,,,
Engine 61,Quick Reference — Where Is It?,Grouped by mission · Find the right tool fast,EMS — Medical Bags at a Glance,1,,,
Engine 61,"E61-Specific Items — The ""Different"" List",What makes E61 unique vs. E62 · Memorize this cold,Complete E61 vs. E62 Differences — All in One Place,1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",FRONT HOSE BAY,"100 ft Trash Line — 1¾"" Preconnected",1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",FRONT HOSE BAY,30 ft 5-Inch Supply Hose (Front),1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",FRONT HOSE BAY,Storz-to-Steamer Adapter (Front Bay),1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",SIDE / MIDDLE HOSE BAY — CROSSLAYS,"1¾"" Crosslay Preconnects ×2 — 200 ft each, Fog Nozzle",1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",SIDE / MIDDLE HOSE BAY — CROSSLAYS,"2½"" Crosslay Preconnect 200 ft — Smooth Bore Nozzle",1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",REAR HOSE BAYS — OVERVIEW,"Blitz Fire Line 300 ft — 3"" Preconnected",1,,,
Engine 62,"Hose Bays — Front, Side/Middle & Rear",REAR HOSE BAYS — OVERVIEW,Highrise Bag,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,TOP SHELF — MAINTENANCE & ENGINEER'S TOOLS,"1"" Green Garden Hose",1,,,
Engine 62,Compartment 1 — Engineer's Compartment,TOP SHELF — MAINTENANCE & ENGINEER'S TOOLS,Black Tool Box — Engineer's Maintenance Kit,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,TOP SHELF — MAINTENANCE & ENGINEER'S TOOLS,"Top Shelf — Storz Connectors, Deck Gun / BlitzFire Nozzle, Utility Flags, Airpack",1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS",Double-Ended Spanners ×2 — Storz & Hose Thread,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS",Small House Spanners with Gas Turn-Off Notch ×2,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS","Gated Wyes — 2½"" to 1½"" ×2",1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS",Fog Nozzles ×2 & Smooth Bore Nozzles ×1 + yellow tip ×1,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS",Reducers & Adapters — Middle Shelf Assortment,1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"MIDDLE SHELF — NOZZLES, SPANNERS & FITTINGS","Hose Thread Connectors — 2½"" and 1¾"" Sets 6 each",1,,,
Engine 62,Compartment 1 — Engineer's Compartment,"BOTTOM SHELF — HYDRANT BAG & 5"" HOSE",Hydrant Bag — Complete Contents,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Halligan Bar (Haligan),1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Flat Head Axe,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Maul,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Closet Pike Pole (D Handle),1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Bolt Cutters — Medium & Large ×1 each,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,K-Tool in Leather Case,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Manhole Cover Remover,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Air Bags — Lifting Bags ×1–2 in Comp 2,1,,,
Engine 62,"Compartment 2 — Irons, Forcible Entry & Air Bags",—,Air Tanks ×3 — Outside of Comp 2,1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",TOP SHELF,"RIT Pack — Rapid Intervention Team Pack 60-min, 4500 PSI",1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",MIDDLE SHELF,Portable Work Lights ×2,1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",MIDDLE SHELF,Cellar Nozzle on Cellar Pipe,1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",BOTTOM SHELF,"Ventilation Fan (Battery Powered, Positive Pressure Ventilation)",1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",BOTTOM SHELF,Orange Box — Air Bag Controller,1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",BOTTOM SHELF,Cribbing (Plastic),1,,,
Engine 62,"Compartment 3 — RIT, Rescue & Ventilation",BOTTOM SHELF,Transformer Nozzles,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",LEFT OF REAR — HOOKS & LADDER,New York Hooks ×2 — 6 ft & 8 ft,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",LEFT OF REAR — HOOKS & LADDER,Attic Ladder 10 ft,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Hurst Rescue Cutter & Hurst Rescue Spreader,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Hydraulic Ram,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Reciprocating Saw (Battery Powered),1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Window Punch,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Batteries ×6 Upper Shelf + Battery-to-AC Converter,1,,,
Engine 62,"Rear of Truck — Left Panel, Center & Rescue Tools",MIDDLE OF REAR — RESCUE TOOLS,Backboards ×2 — Rear Mounted,1,,,
Engine 62,Compartment 5 — Officer's Side,TOP SHELF — AXE COMPLEMENT,Pick Head Axe / Fire Axe,1,,,
Engine 62,Compartment 5 — Officer's Side,TOP SHELF — AXE COMPLEMENT,Pig Axe,1,,,
Engine 62,Compartment 5 — Officer's Side,MIDDLE SHELF,RASP — 200 ft Search Rope,1,,,
Engine 62,Compartment 5 — Officer's Side,MIDDLE SHELF,Pig Drain Cover,1,,,
Engine 62,Compartment 5 — Officer's Side,BOTTOM SHELF,Red Bag — 4 PFDs + 1 Throw Preserver,1,,,
Engine 62,Compartment 5 — Officer's Side,BOTTOM SHELF,W-Tool (Hydraulic Spreading Tool),1,,,
Engine 62,Compartment 5 — Officer's Side,BOTTOM SHELF,Comp 5 Tool Box — Full Contents,1,,,
Engine 62,Compartment 6 — Water Rescue & Air Bottles,—,Mustang Suit,1,,,
Engine 62,Compartment 6 — Water Rescue & Air Bottles,—,Rope Throw Bag,1,,,
Engine 62,Compartment 6 — Water Rescue & Air Bottles,—,Water Helmet,1,,,
Engine 62,Compartment 6 — Water Rescue & Air Bottles,—,Life Safety Ring + Strap with 3 Carabiners,1,,,
Engine 62,Compartment 6 — Water Rescue & Air Bottles,—,Air Bottles ×4 — Under Compartment 6,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,Silver Bullet — Pressurized Water Extinguisher,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,ABC Dry Chemical Extinguisher,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,CO₂ Extinguisher,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,Class K Extinguisher,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,Oil Dry,1,,,
Engine 62,Compartment 7 — Fire Extinguishers & Spill Control,—,Fire Blanket — For Electric Vehicles,1,,,
Engine 62,Above the Compartments — Ladders & Pike Poles,—,Extension Ladder 24 ft + Roof Ladder 14 ft,1,,,
Engine 62,Above the Compartments — Ladders & Pike Poles,—,Pike Poles ×2 — 6 ft & 8 ft (Above Compartments),1,,,
Engine 62,Inside the Cab,TOP SHELF,"4-Gas CO Meter (O₂, CO, H₂S, Combustible Gas)",1,,,
Engine 62,Inside the Cab,TOP SHELF,Gas Trac (Methane Meter),1,,,
Engine 62,Inside the Cab,TOP SHELF,HCN Sensor (Standalone),1,,,
Engine 62,Inside the Cab,TOP SHELF,Hot Stick,1,,,
Engine 62,Inside the Cab,TOP SHELF,Blue Lockout / Tagout Bag,1,,,
Engine 62,Inside the Cab,MIDDLE SHELF — EMS BAGS,"Red Jump Bag — ""First In"" EMS Bag",1,,,
Engine 62,Inside the Cab,MIDDLE SHELF — EMS BAGS,Green Airway Bag,1,,,
Engine 62,Inside the Cab,MIDDLE SHELF — EMS BAGS,AED — Automated External Defibrillator,1,,,
Engine 62,Inside the Cab,MIDDLE SHELF — EMS BAGS,Small Orange Bag — Suction Device,1,,,
Engine 62,Inside the Cab,MIDDLE SHELF — EMS BAGS,Pet O₂ Mask,1,,,
Engine 62,Inside the Cab,ALSO IN CAB — KEY ITEMS,ERG — Emergency Response Guidebook,1,,,
Engine 62,Inside the Cab,ALSO IN CAB — KEY ITEMS,KnoxBox + Elevator Key,1,,,
Engine 62,Inside the Cab,ALSO IN CAB — KEY ITEMS,Accountability Velcro Name Board,1,,,
Engine 63,Front of Engine,"50 ft of 5"" on bumper · Gate valve + hydrant wrench on bumper · Storz to steamer","50 Feet of 5"" LDH — Front Bumper",1,,,
Engine 63,Front of Engine,"50 ft of 5"" on bumper · Gate valve + hydrant wrench on bumper · Storz to steamer",Gate Valve + Hydrant Wrench — Top of Bumper,1,,,
Engine 63,Front of Engine,"50 ft of 5"" on bumper · Gate valve + hydrant wrench on bumper · Storz to steamer",Storz-to-Steamer Adapter — Front Bumper,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Eye Protection,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Fog Nozzle,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Deck Gun Nozzle,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Double-Ended Spanners,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Gated Wye,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller","Adaptors — M2M, F2F, CFD, Reducer",1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Storz to Steamer (Middle Shelf),1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller","Storz to 1½""",1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",30-Degree Elbow Storz — Anti-Kink,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Hydrant Bag — Full Contents,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Chief Eductor 125 GPM (Fill Tube in Middle Container),1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller",Hose Roller,1,,,
Engine 63,Engineer's Compartment,"Top · Middle · Bottom — Fittings, hydrant bag, eductor, hose roller","5"" Hose — 25 ft (Bottom Shelf)",1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,Fire Axe / Pickhead Axe,1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,Flat Head Axe,1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,Sledgehammer / Maul,1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,Halligan Bar,1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,K-Tool (Added After Photos),1,,,
Engine 63,Middle Compartment — Driver's Side,Irons · Maul · K-tool · Officer's tool,Officer's Tool / Pry Axe (Added After Photos),1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Halligan (Rear — Second Set),1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Flat Head Axe (Rear),1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Sledgehammer + Pickhead Axe (Rear — Added Post-Photos),1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Silver Bullet — Pressurized Water Extinguisher,1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Pump Can,1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,ABC Dry Chemical Extinguisher,1,,,
Engine 63,Rear Compartment — Driver's Side,Second Halligan · Axes · Extinguishers · Step ladder,Small Step Ladder,1,,,
Engine 63,First Compartment — Officer's Side,"Akron coping tool · High rise bag · 50 ft of 5""",Akron Brass Hose Hoist — Coping Tool,1,,,
Engine 63,First Compartment — Officer's Side,"Akron coping tool · High rise bag · 50 ft of 5""",High Rise Bag — Contents,1,,,
Engine 63,First Compartment — Officer's Side,"Akron coping tool · High rise bag · 50 ft of 5""","50 Feet of 5"" — Officer Side",1,,,
Engine 63,Middle Compartment — Officer's Side,High rise pack · Bolt cutters,High Rise Pack,1,,,
Engine 63,Middle Compartment — Officer's Side,High rise pack · Bolt cutters,Bolt Cutters,1,,,
Engine 63,Rear Compartment — Officer's Side,Tool box · Cones · Tarps · Blanket · Fan hanger,Tool Box,1,,,
Engine 63,Rear Compartment — Officer's Side,Tool box · Cones · Tarps · Blanket · Fan hanger,Traffic Cones,1,,,
Engine 63,Rear Compartment — Officer's Side,Tool box · Cones · Tarps · Blanket · Fan hanger,Tarps,1,,,
Engine 63,Rear Compartment — Officer's Side,Tool box · Cones · Tarps · Blanket · Fan hanger,Blanket,1,,,
Engine 63,Rear Compartment — Officer's Side,Tool box · Cones · Tarps · Blanket · Fan hanger,Fan Hanger,1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,Decon Bucket — Dawn Soap + Brush,1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,Garden Hose,1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,Hurst Combi Tool — Cuts AND Spreads,1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,2 Shovels — Scoop and Pointed,1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,"6 ft Pike, 8 ft NY Hook, 10 ft NY Hook (Right Side)",1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,"6 ft, 8 ft, 10 ft Pike Poles (Left Side)",1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,"Crosslays — 200 ft 1¾"" ×2 (Top and Bottom)",1,,,
Engine 63,Rear of Engine,Middle · Right side · Left side · Hose bays,"Skid Loads — 2½"" and 1¾""",1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,95 GPM Nozzle,1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,95 GPM Eductor,1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,5-Gallon Eco-Gel Buckets — ×5,1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Foam Aeration Tube,1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Eductor with Pickup Tube (Second System),1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,"Foam Nozzle — 75 psi, 125 GPM",1,,,
Engine 63,Middle Compartments — Eco-Gel / Foam System,95 gpm nozzle · 95 gpm eductor · Eco-Gel · Pickup tubes · Oil Dry,Oil Dry / Kitty Litter,1,,,
Engine 63,Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,28' Extension Ladder,1,,,
Engine 63,Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,16' Roof Ladder,1,,,
Engine 63,Top of Engine — Ladders,28' Extension · 16' Roof · 10' Folding,10' Folding Ladder,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,AED — Automated External Defibrillator,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,4-Gas Monitor,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Gas Trac — Methane / HCN,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,HCN Meter — Standalone,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,SCBA Pack — In Cab,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Knox Box Key,1,,,
Engine 63,Cab Compartment,AED · 4-Gas · Gas Trac · HCN meter · SCBA pack · Knox Box,Water Bottle,1,,,
Engine 63,Top of Engine,Empty water bottle · Foam/Gel · Manifold,Empty Water Bottle — Foam Operations Container,1,,,
Engine 63,Top of Engine,Empty water bottle · Foam/Gel · Manifold,Foam/Gel Supply — Top of Engine,1,,,
Engine 63,Top of Engine,Empty water bottle · Foam/Gel · Manifold,Manifold,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Front of Engine,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Engineer's Compartment,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Driver's Side,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Driver's Side,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,First Compartment — Officer's Side,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartment — Officer's Side,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Compartment — Officer's Side,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Rear Compartment,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Right Side Rear,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Left Side Rear,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Rear Hose Bays,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Middle Compartments — Foam/Gel,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Ladders — Top of Engine,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Cab Compartment,1,,,
Engine 63,E63 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Top of Engine,1,,,
Engine 63,E63 Unique Items — What Makes This Rig Different,Know this before your first shift on E63,E63 vs. Fleet — Complete Differences at a Glance,1,,,
Utility 61,Front Dash — Communications,DuCom · Fireground radio · PA system,DuCom (Gray Microphone),1,,,
Utility 61,Front Dash — Communications,DuCom · Fireground radio · PA system,Fireground Microphone (Black — Lower Left),1,,,
Utility 61,Front Dash — Communications,DuCom · Fireground radio · PA system,PA System Microphone (Black — Upper Right),1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Maps — District Street Maps,1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Truck Loading Instruction Paper,1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Patient Prepare Reports (Blank),1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Vehicle Name Laminate,1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Spare Tire Lock Key (In Bag),1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Road Flares (×2),1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Passport Accountability System,1,,,
Utility 61,Glove Compartment,Maps · ERG · Flares · Passport · Accountability,Emergency Response Guidebook (ERG),1,,,
Utility 61,Door Pockets — Driver + Officer,Roadway vests × 2,Roadway Safety Vest (×2 — One Per Door),1,,,
Utility 61,Front Bench + Back Seat,PPE · Radios,PPE — Personal Protective Equipment (Back Seat),1,,,
Utility 61,Front Bench + Back Seat,PPE · Radios,Portable Radios (×4),1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,MSA Case — SCBA + Air Bottle + Face Piece (Size M),1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Milk Crate — Contents,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Gray Bin — Water Rescue Equipment,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Orange Square Bag — Blanket,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Black Bag — Flood Light + Stand,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Orange/Red Bag — PFD + Throw Bag,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Rope Spool — 200 ft,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,ABC Fire Extinguisher,1,,,
Utility 61,Truck Bed — Cases and Bins,MSA case · Milk crate · Gray bin · Water rescue · Rope,Sked — Foldable Stretcher,1,,,
Utility 61,Truck Bed — Tools,Pike poles · Halligan · Axes · Umbrella · Snow scraper,Pike Poles (×2),1,,,
Utility 61,Truck Bed — Tools,Pike poles · Halligan · Axes · Umbrella · Snow scraper,Halligan Bar,1,,,
Utility 61,Truck Bed — Tools,Pike poles · Halligan · Axes · Umbrella · Snow scraper,Flat Head Axe,1,,,
Utility 61,Truck Bed — Tools,Pike poles · Halligan · Axes · Umbrella · Snow scraper,Umbrella,1,,,
Utility 61,Truck Bed — Tools,Pike poles · Halligan · Axes · Umbrella · Snow scraper,Snow Scraper,1,,,
Utility 61,Supplies — Batteries & Hydration,Spare DeWalt batteries · Water bottles,Spare DeWalt Batteries,1,,,
Utility 61,Supplies — Batteries & Hydration,Spare DeWalt batteries · Water bottles,Water Bottles,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Front Dash,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Glove Compartment,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Door Pockets,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Front Bench + Back Seat,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Truck Bed — Cases & Bins,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Truck Bed — Tools,1,,,
Utility 61,U61 Shift Rig Check — Checklist,Walk it every shift · Sign off · Own your rig,Supplies,1,,,
Utility 62,Front Dash — Communications,Gray mic = DuCom · Black lower-left = Fireground · Black upper-right = PA,DuCom — Gray Microphone,1,,,
Utility 62,Front Dash — Communications,Gray mic = DuCom · Black lower-left = Fireground · Black upper-right = PA,"Fireground Microphone — Black, Lower Left",1,,,
Utility 62,Front Dash — Communications,Gray mic = DuCom · Black lower-left = Fireground · Black upper-right = PA,"PA System Microphone — Black, Upper Right",1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,District Maps,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Truck Loading Instruction Paper,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Patient Prepare Reports — Blank,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,"Vehicle Name Laminate — ""Utility 62""",1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Spare Tire Lock Key — In Bag,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Road Flares — ×2,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Passport Accountability System,1,,,
Utility 62,Glove Compartment,Maps · ERG · Flares · Passport · Loading guide,Emergency Response Guidebook — ERG,1,,,
Utility 62,Door Pockets — Driver + Officer,Roadway vests × 2,Roadway Safety Vests — ×2 (One Per Door),1,,,
Utility 62,Front Bench + Back Seat,PPE (sterile gloves & masks) · 4 Radios,PPE — Sterile Gloves & Masks,1,,,
Utility 62,Front Bench + Back Seat,PPE (sterile gloves & masks) · 4 Radios,Portable Radios — ×4,1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,MSA Case — SCBA + Air Bottle + Face Piece (Size M),1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,"Milk Crate — Jumper Cables, Chocks, Tape, Hitch",1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,Gray Bin — Water Rescue Equipment,1,,,
Utility 62,Truck Bed — Cases and Bins,MSA/SCBA · Milk crate · Water rescue bin · Throw bag · Rope · Extinguisher · Sked,Orange Square Bag — Blanket,1,,,
